ID,cluster1,cluster2,cluster3,cluster4,waterbody,Lat,Long,Sample_Origin
BH-00732,0.008,0.013,0.953,0.026,SB,,,BODDENHECHT
BH-01301,0.083,0.028,0.69,0.199,SB,,,BODDENHECHT
BH-01302,0.008,0.008,0.137,0.848,SB,,,BODDENHECHT
BH-01303,0.004,0.004,0.952,0.039,SB,,,BODDENHECHT
BH-01304,0.02,0.018,0.117,0.845,SB,,,BODDENHECHT
BH-01305,0.043,0.05,0.349,0.559,SB,,,BODDENHECHT
BH-01306,0.007,0.006,0.846,0.141,SB,,,BODDENHECHT
BH-01307,0.008,0.009,0.858,0.125,SB,,,BODDENHECHT
BH-01308,0.017,0.008,0.493,0.482,SB,,,BODDENHECHT
BH-01309,0.01,0.009,0.264,0.718,SB,,,BODDENHECHT
BH-01310,0.018,0.012,0.41,0.561,SB,,,BODDENHECHT
BH-01311,0.005,0.004,0.1,0.891,SB,,,BODDENHECHT
BH-01313,0.006,0.006,0.947,0.041,SB,,,BODDENHECHT
BH-01314,0.01,0.006,0.221,0.763,SB,,,BODDENHECHT
BH-01315,0.133,0.134,0.457,0.275,SB,,,BODDENHECHT
BH-01316,0.012,0.009,0.19,0.788,SB,,,BODDENHECHT
BH-01317,0.059,0.012,0.689,0.241,SB,,,BODDENHECHT
BH-01319,0.023,0.011,0.112,0.855,SB,,,BODDENHECHT
BH-01648,0.009,0.006,0.057,0.928,SB,54.44192,13.11645,BODDENHECHT
BH-01649,0.006,0.005,0.138,0.851,KB,54.44187,13.11563,BODDENHECHT
BH-02352,0.008,0.01,0.129,0.853,KB,54.43182,13.1118,BODDENHECHT
BH-02353,0.017,0.014,0.942,0.027,KB,54.43107,13.11275,BODDENHECHT
BH-02354,0.011,0.01,0.932,0.047,KB,54.43107,13.11275,BODDENHECHT
BH-02355,0.014,0.008,0.371,0.607,KB,54.43123,13.11072,BODDENHECHT
BH-02355,0.014,0.008,0.371,0.607,KB,54.4054,13.1791,BODDENHECHT
BH-02356,0.014,0.011,0.316,0.658,KB,54.4306,13.11273,BODDENHECHT
BH-02357,0.012,0.011,0.051,0.926,KB,54.43085,13.11057,BODDENHECHT
BH-02358,0.008,0.005,0.124,0.862,KB,54.43062,13.10987,BODDENHECHT
BH-02359,0.011,0.006,0.224,0.759,KB,54.43062,13.10987,BODDENHECHT
BH-02360,0.012,0.008,0.224,0.756,KB,54.4301,13.10883,BODDENHECHT
BH-02361,0.007,0.011,0.943,0.04,KB,54.42892,13.11273,BODDENHECHT
BH-02362,0.01,0.008,0.423,0.559,KB,54.42892,13.11273,BODDENHECHT
BH-02363,0.017,0.017,0.935,0.031,KB,54.42713,13.11105,BODDENHECHT
BH-02365,0.184,0.031,0.165,0.621,KB,54.43358,13.11173,BODDENHECHT
BH-02366,0.007,0.009,0.92,0.065,KB,54.42885,13.11232,BODDENHECHT
BH-02367,0.474,0.067,0.105,0.354,KB,54.42458,13.11532,BODDENHECHT
BH-02369,0.01,0.02,0.957,0.014,SB,54.50673,13.17098,BODDENHECHT
BH-02370,0.113,0.044,0.447,0.396,SB,54.50673,13.17098,BODDENHECHT
BH-02370,0.113,0.044,0.447,0.396,KB,54.50677,13.1525,BODDENHECHT
BH-02371,0.026,0.016,0.904,0.054,SB,54.50673,13.17098,BODDENHECHT
BH-02372,0.052,0.028,0.617,0.302,SB,54.50673,13.17098,BODDENHECHT
BH-02373,0.008,0.006,0.232,0.754,SB,54.50727,13.17058,BODDENHECHT
BH-02477,0.012,0.02,0.905,0.062,KB,54.41173,13.13353,BODDENHECHT
BH-02478,0.007,0.024,0.955,0.013,KB,54.41202,13.13525,BODDENHECHT
BH-02479,0.008,0.004,0.121,0.867,KB,54.4124,13.13338,BODDENHECHT
BH-02480,0.009,0.011,0.812,0.169,KB,54.41122,13.1316,BODDENHECHT
BH-02480,0.009,0.011,0.812,0.169,KB,54.4019,13.2067,BODDENHECHT
BH-02481,0.006,0.007,0.275,0.713,KB,54.40988,13.12963,BODDENHECHT
BH-02482,0.017,0.014,0.15,0.819,KB,54.40988,13.12963,BODDENHECHT
BH-02483,0.435,0.181,0.133,0.251,KB,54.41027,13.1276,BODDENHECHT
BH-02484,0.012,0.007,0.333,0.649,KB,54.42673,13.14155,BODDENHECHT
BH-02484,0.012,0.007,0.333,0.649,SB,,,BODDENHECHT
BH-02485,0.033,0.015,0.26,0.692,KB,54.42617,13.13985,BODDENHECHT
BH-02486,0.009,0.012,0.091,0.889,KB,54.42552,13.14145,BODDENHECHT
BH-02492,0.008,0.008,0.16,0.824,SB,54.50652,13.17052,BODDENHECHT
BH-02493,0.022,0.01,0.233,0.735,SB,54.50652,13.17052,BODDENHECHT
BH-02494,0.005,0.003,0.177,0.815,SB,54.50652,13.17052,BODDENHECHT
BH-02496,0.204,0.087,0.199,0.51,SB,54.50652,13.17052,BODDENHECHT
BH-02497,0.019,0.012,0.186,0.783,SB,54.50652,13.17052,BODDENHECHT
BH-50049,0.013,0.008,0.091,0.888,KB,,,BODDENHECHT
BH-50050,0.063,0.038,0.254,0.645,KB,,,BODDENHECHT
BH-50051,0.01,0.007,0.27,0.713,KB,,,BODDENHECHT
BH-50052,0.209,0.116,0.145,0.53,KB,,,BODDENHECHT
BH-50054,0.007,0.016,0.923,0.054,KB,,,BODDENHECHT
BH-50055,0.011,0.005,0.141,0.843,KB,,,BODDENHECHT
BH-50059,0.008,0.008,0.247,0.737,KB,,,BODDENHECHT
BH-50096,0.007,0.008,0.143,0.842,KB,,,BODDENHECHT
BH-50097,0.123,0.038,0.372,0.467,KB,,,BODDENHECHT
BH-50098,0.007,0.004,0.124,0.865,KB,,,BODDENHECHT
BH-50098,0.007,0.004,0.124,0.865,VB,,,BODDENHECHT
BH-50101,0.006,0.005,0.095,0.894,KB,,,BODDENHECHT
BH-50103,0.06,0.023,0.237,0.68,KB,,,BODDENHECHT
BH-50103,0.06,0.023,0.237,0.68,KB,54.4122,13.1505,BODDENHECHT
BH-50104,0.008,0.011,0.931,0.051,KB,,,BODDENHECHT
BH-50112,0.005,0.004,0.191,0.801,KB,,,BODDENHECHT
BH-50122,0.067,0.026,0.582,0.326,SB,,,BODDENHECHT
BH-50136,0.01,0.007,0.195,0.788,SB,,,BODDENHECHT
BH-50141,0.064,0.037,0.582,0.317,SB,,,BODDENHECHT
BH-50141,0.064,0.037,0.582,0.317,SB,54.50687,13.17103,BODDENHECHT
BH-50150,0.015,0.007,0.453,0.525,KB,,,BODDENHECHT
BH-50152,0.027,0.021,0.916,0.035,KB,,,BODDENHECHT
BH-90075,0.007,0.007,0.041,0.946,SB,,,BODDENHECHT
BH-90076,0.022,0.009,0.241,0.729,SB,,,BODDENHECHT
BH-90077,0.013,0.029,0.886,0.073,SB,,,BODDENHECHT
BH-90086,0.014,0.007,0.316,0.663,SB,,,BODDENHECHT
BH-90106,0.031,0.032,0.734,0.203,SB,,,BODDENHECHT
BH-90122,0.011,0.007,0.23,0.752,SB,,,BODDENHECHT
BH-90161,0.014,0.017,0.939,0.029,SB,,,BODDENHECHT
BH-90165,0.009,0.016,0.921,0.054,SB,,,BODDENHECHT
BH-90166,0.005,0.004,0.186,0.805,SB,,,BODDENHECHT
BH-90170,0.055,0.032,0.71,0.203,SB,,,BODDENHECHT
BH-90170,0.055,0.032,0.71,0.203,SB,54.483,13.248,BODDENHECHT
BH-90171,0.016,0.01,0.2,0.775,SB,,,BODDENHECHT
BH-90171,0.016,0.01,0.2,0.775,SB,,,BODDENHECHT
BH-90181,0.414,0.175,0.138,0.273,SB,,,BODDENHECHT
BH-90193,0.113,0.045,0.293,0.549,SB,,,BODDENHECHT
BH-90194,0.177,0.045,0.708,0.071,SB,,,BODDENHECHT
BH-90198,0.195,0.198,0.27,0.336,SB,,,BODDENHECHT
BH-90201,0.016,0.011,0.245,0.728,SB,,,BODDENHECHT
BH-90201,0.016,0.011,0.245,0.728,SB,,,BODDENHECHT
BH-90201,0.016,0.011,0.245,0.728,SB,54.4666,13.2123,BODDENHECHT
BH-90223,0.011,0.015,0.943,0.031,SB,,,BODDENHECHT
BH-90224,0.005,0.004,0.21,0.78,SB,,,BODDENHECHT
BH-90224,0.005,0.004,0.21,0.78,BEZ,54.5258,13.2981,BODDENHECHT
BH-90231,0.015,0.012,0.164,0.809,SB,,,BODDENHECHT
BH-90253,0.038,0.085,0.649,0.228,SB,,,BODDENHECHT
BH-90253,0.038,0.085,0.649,0.228,BAT,54.3736,12.7399,BODDENHECHT
BH-90257,0.02,0.019,0.239,0.722,SB,,,BODDENHECHT
BH-90259,0.007,0.004,0.153,0.836,SB,,,BODDENHECHT
BH-90261,0.027,0.009,0.477,0.486,SB,,,BODDENHECHT
BH-90267,0.118,0.055,0.248,0.58,SB,,,BODDENHECHT
BH-90268,0.264,0.08,0.265,0.391,SB,,,BODDENHECHT
BH-90268,0.264,0.08,0.265,0.391,SB,54.466,13.2119,BODDENHECHT
BH-90269,0.007,0.004,0.136,0.853,SB,,,BODDENHECHT
BH-90284,0.012,0.007,0.46,0.522,SB,,,BODDENHECHT
BH-90288,0.005,0.003,0.055,0.937,SB,,,BODDENHECHT
BH-90289,0.004,0.004,0.956,0.036,SB,,,BODDENHECHT
BH-90290,0.013,0.007,0.271,0.709,SB,,,BODDENHECHT
BH-90290,0.013,0.007,0.271,0.709,SB,,,BODDENHECHT
BH-90291,0.008,0.005,0.26,0.728,SB,,,BODDENHECHT
BH-90293,0.195,0.628,0.12,0.056,SB,,,BODDENHECHT
BH-90293,0.195,0.628,0.12,0.056,SB,,,BODDENHECHT
BH-90302,0.006,0.005,0.161,0.829,SB,,,BODDENHECHT
BH-90303,0.008,0.005,0.057,0.93,SB,,,BODDENHECHT
BH-90305,0.066,0.238,0.579,0.117,SB,,,BODDENHECHT
BH-90307,0.009,0.012,0.944,0.035,SB,,,BODDENHECHT
BH-90307,0.009,0.012,0.944,0.035,SB,,,BODDENHECHT
BH-90308,0.015,0.029,0.085,0.871,SB,,,BODDENHECHT
BH-90309,0.602,0.049,0.149,0.2,SB,,,BODDENHECHT
BH-90311,0.014,0.011,0.11,0.865,SB,,,BODDENHECHT
BH-90315,0.33,0.013,0.318,0.339,SB,,,BODDENHECHT
BH-90317,0.007,0.011,0.693,0.289,SB,,,BODDENHECHT
BH-90318,0.009,0.008,0.182,0.801,SB,,,BODDENHECHT
BH-90319,0.09,0.159,0.694,0.057,SB,,,BODDENHECHT
BH-90320,0.023,0.013,0.244,0.72,SB,,,BODDENHECHT
BH-90321,0.007,0.01,0.927,0.056,SB,,,BODDENHECHT
BH-90321,0.007,0.01,0.927,0.056,SB,54.455,13.203,BODDENHECHT
BH-90323,0.169,0.025,0.443,0.363,SB,,,BODDENHECHT
BH-90323,0.169,0.025,0.443,0.363,SB,54.4629,13.1912,BODDENHECHT
BH-90324,0.007,0.006,0.07,0.917,SB,,,BODDENHECHT
BH-90325,0.008,0.006,0.18,0.806,SB,,,BODDENHECHT
BH-90327,0.007,0.004,0.202,0.787,SB,,,BODDENHECHT
BH-90332,0.225,0.028,0.219,0.528,SB,,,BODDENHECHT
BH-90333,0.015,0.024,0.079,0.882,SB,,,BODDENHECHT
BH-90334,0.06,0.01,0.406,0.524,SB,,,BODDENHECHT
BH-90341,0.032,0.009,0.372,0.588,SB,,,BODDENHECHT
BH-90344,0.039,0.025,0.3,0.635,SB,,,BODDENHECHT
BH-90345,0.028,0.012,0.257,0.704,SB,,,BODDENHECHT
BH-90345,0.028,0.012,0.257,0.704,SB,54.4816,13.2441,BODDENHECHT
BH-90347,0.005,0.004,0.145,0.846,SB,,,BODDENHECHT
BH-90348,0.011,0.013,0.912,0.065,SB,,,BODDENHECHT
BH-90349,0.029,0.016,0.093,0.862,SB,,,BODDENHECHT
BH-90352,0.016,0.026,0.855,0.103,SB,,,BODDENHECHT
BH-90352,0.016,0.026,0.855,0.103,SB,54.4631,13.2208,BODDENHECHT
BH-90370,0.033,0.027,0.145,0.795,SB,,,BODDENHECHT
BH-90371,0.289,0.039,0.273,0.4,SB,,,BODDENHECHT
BH-90376,0.004,0.003,0.116,0.876,SB,,,BODDENHECHT
BH-90377,0.016,0.009,0.188,0.787,SB,,,BODDENHECHT
BH-90383,0.181,0.066,0.702,0.05,SB,,,BODDENHECHT
BH-90384,0.93,0.051,0.01,0.01,SB,,,BODDENHECHT
BH-90389,0.06,0.027,0.294,0.619,SB,,,BODDENHECHT
BH-90395,0.022,0.011,0.478,0.489,SB,,,BODDENHECHT
BH-90397,0.036,0.017,0.439,0.507,SB,,,BODDENHECHT
BH-90397,0.036,0.017,0.439,0.507,SB,54.4554,13.179,BODDENHECHT
BH-90400,0.015,0.043,0.916,0.025,SB,,,BODDENHECHT
BH-90400,0.015,0.043,0.916,0.025,SB,54.468,13.2289,BODDENHECHT
BH-90461,0.012,0.017,0.118,0.853,SB,,,BODDENHECHT
BH-90462,0.04,0.131,0.76,0.07,KB,,,BODDENHECHT
BH-90463,0.057,0.023,0.807,0.113,SB,,,BODDENHECHT
BH-90463,0.057,0.023,0.807,0.113,SB,54.4724,13.2285,BODDENHECHT
BH-90464,0.108,0.024,0.475,0.393,SB,,,BODDENHECHT
BH-90464,0.108,0.024,0.475,0.393,SB,54.45466,13.01773,BODDENHECHT
BH-90465,0.014,0.008,0.205,0.773,SB,,,BODDENHECHT
BH-90466,0.015,0.008,0.947,0.03,SB,,,BODDENHECHT
BH-90467,0.012,0.035,0.94,0.013,SB,,,BODDENHECHT
BH-90468,0.01,0.01,0.901,0.079,SB,,,BODDENHECHT
BH-90469,0.009,0.012,0.894,0.084,KB,,,BODDENHECHT
BH-90469,0.009,0.012,0.894,0.084,SB,54.4654,13.1955,BODDENHECHT
BH-90470,0.006,0.005,0.174,0.816,KB,,,BODDENHECHT
BH-90472,0.005,0.004,0.117,0.874,KB,,,BODDENHECHT
BH-90473,0.178,0.147,0.182,0.494,SB,,,BODDENHECHT
BH-90474,0.058,0.033,0.837,0.072,SB,,,BODDENHECHT
BH-90474,0.058,0.033,0.837,0.072,SB,54.4566,13.1847,BODDENHECHT
BH-90475,0.055,0.054,0.829,0.061,KB,,,BODDENHECHT
BH-90475,0.055,0.054,0.829,0.061,KB,54.416,13.178,BODDENHECHT
BH-90476,0.007,0.005,0.097,0.891,KB,,,BODDENHECHT
BH-90477,0.011,0.007,0.187,0.795,SB,,,BODDENHECHT
BH-90477,0.011,0.007,0.187,0.795,SB,54.459,13.2026,BODDENHECHT
BH-90478,0.024,0.009,0.157,0.81,SB,,,BODDENHECHT
BH-90478,0.024,0.009,0.157,0.81,SB,54.4546,13.1774,BODDENHECHT
BH-90479,0.006,0.005,0.198,0.791,SB,,,BODDENHECHT
BH-90481,0.024,0.012,0.937,0.026,SB,,,BODDENHECHT
BH-90482,0.187,0.265,0.297,0.251,SB,,,BODDENHECHT
BH-90483,0.229,0.127,0.195,0.449,SB,,,BODDENHECHT
BH-90483,0.229,0.127,0.195,0.449,SB,54.4467,13.1575,BODDENHECHT
BH-90484,0.037,0.015,0.369,0.579,SB,,,BODDENHECHT
BH-90485,0.034,0.024,0.111,0.831,SB,,,BODDENHECHT
BH-90485,0.034,0.024,0.111,0.831,KB,,,BODDENHECHT
BH-90486,0.012,0.007,0.21,0.771,SB,,,BODDENHECHT
BH-90486,0.012,0.007,0.21,0.771,KB,54.4105,13.0451,BODDENHECHT
BH-90487,0.017,0.012,0.906,0.066,SB,,,BODDENHECHT
BH-90488,0.015,0.013,0.103,0.869,SB,,,BODDENHECHT
BH-90489,0.006,0.005,0.047,0.941,SB,,,BODDENHECHT
BH-90489,0.006,0.005,0.047,0.941,SB,54.4621,13.1899,BODDENHECHT
BH-90490,0.006,0.004,0.226,0.765,SB,,,BODDENHECHT
BH-90490,0.006,0.004,0.226,0.765,SB,,,BODDENHECHT
BH-90491,0.041,0.016,0.376,0.567,SB,,,BODDENHECHT
BH-90493,0.117,0.02,0.361,0.502,SB,,,BODDENHECHT
BH-90494,0.015,0.012,0.095,0.878,SB,,,BODDENHECHT
BH-90495,0.039,0.026,0.24,0.695,SB,,,BODDENHECHT
BH-90496,0.016,0.007,0.124,0.853,SB,,,BODDENHECHT
BH-90497,0.023,0.021,0.409,0.547,SB,,,BODDENHECHT
BH-90498,0.007,0.005,0.135,0.853,SB,,,BODDENHECHT
BH-90499,0.03,0.01,0.366,0.594,SB,,,BODDENHECHT
BH-90501,0.051,0.078,0.747,0.124,KB,,,BODDENHECHT
BH-90502,0.017,0.01,0.374,0.599,SB,,,BODDENHECHT
BH-90503,0.049,0.02,0.81,0.121,SB,,,BODDENHECHT
BH-90505,0.007,0.005,0.093,0.895,SB,,,BODDENHECHT
BH-90507,0.803,0.019,0.068,0.11,SB,,,BODDENHECHT
BH-90507,0.803,0.019,0.068,0.11,SB,,,BODDENHECHT
BH-90508,0.021,0.019,0.914,0.045,SB,,,BODDENHECHT
BH-90509,0.053,0.031,0.453,0.463,SB,,,BODDENHECHT
BH-90510,0.006,0.004,0.278,0.713,KB,,,BODDENHECHT
BH-90511,0.041,0.034,0.857,0.068,SB,,,BODDENHECHT
BH-90512,0.008,0.006,0.442,0.545,SB,,,BODDENHECHT
BH-90512,0.008,0.006,0.442,0.545,BAT,54.39698,12.77362,BODDENHECHT
BH-90513,0.055,0.032,0.795,0.118,SB,,,BODDENHECHT
BH-90514,0.101,0.01,0.857,0.032,KB,,,BODDENHECHT
BH-90516,0.011,0.008,0.169,0.812,SB,,,BODDENHECHT
BH-90516,0.011,0.008,0.169,0.812,SB,54.4763,13.2587,BODDENHECHT
BH-90517,0.026,0.01,0.206,0.759,SB,,,BODDENHECHT
BH-90518,0.056,0.021,0.602,0.321,SB,,,BODDENHECHT
BH-90519,0.055,0.023,0.256,0.666,SB,,,BODDENHECHT
BH-90519,0.055,0.023,0.256,0.666,SB,,,BODDENHECHT
BH-90520,0.018,0.042,0.872,0.068,KB,,,BODDENHECHT
BH-90521,0.017,0.009,0.202,0.772,SB,,,BODDENHECHT
BH-90522,0.031,0.013,0.102,0.853,SB,,,BODDENHECHT
BH-90523,0.007,0.006,0.163,0.824,KB,,,BODDENHECHT
BH-90529,0.036,0.062,0.11,0.791,SB,,,BODDENHECHT
BH-90530,0.081,0.017,0.444,0.458,SB,,,BODDENHECHT
BH-90531,0.005,0.005,0.167,0.823,SB,,,BODDENHECHT
BH-90532,0.009,0.009,0.862,0.12,SB,,,BODDENHECHT
BH-90533,0.061,0.036,0.878,0.026,SB,,,BODDENHECHT
BH-90534,0.003,0.002,0.103,0.892,SB,,,BODDENHECHT
BH-90534,0.003,0.002,0.103,0.892,KB,54.44299,13.16039,BODDENHECHT
BH-90535,0.013,0.011,0.147,0.829,SB,,,BODDENHECHT
BH-90539,0.006,0.008,0.92,0.065,KB,,,BODDENHECHT
BH-90644,0.018,0.033,0.093,0.856,KB,,,BODDENHECHT
BH-90645,0.027,0.023,0.079,0.871,SB,,,BODDENHECHT
BH-90647,0.031,0.131,0.649,0.189,KB,,,BODDENHECHT
BH-90648,0.009,0.007,0.114,0.87,KB,,,BODDENHECHT
BH-90648,0.009,0.007,0.114,0.87,SB,54.507,13.1705,BODDENHECHT
BH-90651,0.061,0.167,0.589,0.183,KB,,,BODDENHECHT
BH-90651,0.061,0.167,0.589,0.183,SB,54.46527,13.19517,BODDENHECHT
BH-90652,0.131,0.028,0.368,0.473,KB,,,BODDENHECHT
BH-90653,0.004,0.004,0.933,0.058,KB,,,BODDENHECHT
BH-90653,0.004,0.004,0.933,0.058,SB,54.4543,13.1818,BODDENHECHT
BH-90654,0.076,0.029,0.514,0.381,SB,,,BODDENHECHT
BH-90656,0.019,0.017,0.439,0.524,KB,,,BODDENHECHT
BH-90656,0.019,0.017,0.439,0.524,SB,54.4574,13.1243,BODDENHECHT
BH-90657,0.039,0.052,0.722,0.187,KB,,,BODDENHECHT
BH-90658,0.037,0.052,0.214,0.698,KB,,,BODDENHECHT
BH-90660,0.054,0.189,0.725,0.032,KB,,,BODDENHECHT
BH-90661,0.16,0.16,0.175,0.504,KB,,,BODDENHECHT
BH-90663,0.007,0.008,0.898,0.086,KB,,,BODDENHECHT
BH-90663,0.007,0.008,0.898,0.086,SB,54.4478,13.1513,BODDENHECHT
BH-90664,0.02,0.01,0.911,0.059,KB,,,BODDENHECHT
BH-90664,0.02,0.01,0.911,0.059,SB,54.4745,13.2341,BODDENHECHT
BH-90665,0.006,0.004,0.108,0.882,KB,,,BODDENHECHT
BH-90665,0.006,0.004,0.108,0.882,SB,54.4477,13.1484,BODDENHECHT
BH-90704,0.023,0.033,0.185,0.759,SB,,,BODDENHECHT
BH-90704,0.023,0.033,0.185,0.759,KB,54.45537,13.20315,BODDENHECHT
BH-90707,0.148,0.145,0.236,0.471,KB,,,BODDENHECHT
BH-90713,0.004,0.003,0.111,0.882,KB,,,BODDENHECHT
BH-90714,0.011,0.015,0.706,0.268,SB,,,BODDENHECHT
BH-90715,0.01,0.011,0.205,0.774,KB,,,BODDENHECHT
BH-90719,0.011,0.006,0.209,0.774,KB,,,BODDENHECHT
BH-90771,0.016,0.015,0.914,0.055,SB,,,BODDENHECHT
BH-90772,0.024,0.008,0.544,0.424,SB,,,BODDENHECHT
BH-90779,0.018,0.024,0.795,0.163,SB,,,BODDENHECHT
BH-90783,0.006,0.005,0.938,0.052,SB,,,BODDENHECHT
BH-90783,0.006,0.005,0.938,0.052,SB,54.50705,13.16997,BODDENHECHT
BH-90785,0.78,0.008,0.087,0.125,SB,,,BODDENHECHT
BH-90788,0.055,0.018,0.599,0.328,SB,,,BODDENHECHT
BH-90791,0.016,0.019,0.93,0.034,SB,,,BODDENHECHT
BH-90792,0.009,0.005,0.306,0.68,SB,,,BODDENHECHT
BH-90792,0.009,0.005,0.306,0.68,SB,54.4485,13.1657,BODDENHECHT
BH-90794,0.026,0.04,0.681,0.252,SB,,,BODDENHECHT
BH-90799,0.014,0.008,0.29,0.688,SB,,,BODDENHECHT
BH-90800,0.206,0.036,0.65,0.108,SB,,,BODDENHECHT
BH-90805,0.012,0.011,0.95,0.028,SB,,,BODDENHECHT
BH-90806,0.092,0.185,0.638,0.085,SB,,,BODDENHECHT
BH-01741,0.09,0.877,0.016,0.017,KD,,,BODDENHECHT
BH-01772,0.143,0.822,0.018,0.017,KD,,,BODDENHECHT
BH-01774,0.015,0.979,0.003,0.003,KD,,,BODDENHECHT
BH-01776,0.128,0.855,0.009,0.008,KD,,,BODDENHECHT
BH-01876,0.009,0.98,0.006,0.006,KD,,,BODDENHECHT
BH-01588,0.022,0.029,0.069,0.881,KJB,,,BODDENHECHT
BH-90005,0.411,0.098,0.192,0.299,KJB,,,BODDENHECHT
BH-90007,0.934,0.042,0.011,0.012,KJB,,,BODDENHECHT
BH-90014,0.889,0.085,0.013,0.013,KJB,,,BODDENHECHT
BH-90021,0.013,0.008,0.273,0.706,KJB,,,BODDENHECHT
BH-90021,0.013,0.008,0.273,0.706,GJB,54.4805,13.5026,BODDENHECHT
BH-90025,0.115,0.131,0.668,0.087,KJB,,,BODDENHECHT
BH-90051,0.01,0.026,0.949,0.015,KJB,,,BODDENHECHT
BH-90051,0.01,0.026,0.949,0.015,GJB,54.492,13.4491,BODDENHECHT
BH-90837,0.434,0.533,0.014,0.019,KWB,,,BODDENHECHT
BH-90932,0.039,0.949,0.007,0.005,KWB,,,BODDENHECHT
BH-90962,0.016,0.963,0.013,0.007,KWB,,,BODDENHECHT
BH-91006,0.024,0.945,0.018,0.013,KWB,,,BODDENHECHT
BH-91006,0.024,0.945,0.018,0.013,SAB,,,BODDENHECHT
BH-91006,0.024,0.945,0.018,0.013,SAB,54.25474,12.43034,BODDENHECHT
BH-91018,0.124,0.798,0.046,0.031,KWB,,,BODDENHECHT
BH-91020,0.272,0.567,0.109,0.052,KWB,,,BODDENHECHT
BH-91044,0.011,0.98,0.004,0.004,KWB,,,BODDENHECHT
BH-91078,0.022,0.964,0.007,0.007,KWB,,,BODDENHECHT
BH-91078,0.022,0.964,0.007,0.007,SAB,54.2547,12.4303,BODDENHECHT
BH-91079,0.013,0.972,0.009,0.006,KWB,,,BODDENHECHT
BH-91104,0.085,0.887,0.015,0.013,KWB,,,BODDENHECHT
BH-91163,0.03,0.937,0.019,0.013,KWB,,,BODDENHECHT
BH-91163,0.03,0.937,0.019,0.013,KWB,54.2521,12.3974,BODDENHECHT
BH-91185,0.424,0.546,0.019,0.011,KWB,,,BODDENHECHT
BH-90885,0.024,0.95,0.016,0.011,NHG,,,BODDENHECHT
BH-90891,0.384,0.432,0.139,0.045,NHG,,,BODDENHECHT
BH-90910,0.072,0.89,0.02,0.018,NHG,,,BODDENHECHT
BH-91049,0.053,0.907,0.023,0.017,NHG,,,BODDENHECHT
BH-91077,0.702,0.181,0.098,0.019,NHG,,,BODDENHECHT
BH-91100,0.344,0.583,0.032,0.041,NHG,,,BODDENHECHT
BH-91103,0.015,0.939,0.03,0.016,NHG,,,BODDENHECHT
BH-91117,0.022,0.791,0.134,0.054,NHG,,,BODDENHECHT
BH-91149,0.852,0.116,0.018,0.014,NHG,,,BODDENHECHT
BH-91328,0.012,0.974,0.008,0.006,NHG,,,BODDENHECHT
BH-00554,0.159,0.822,0.01,0.009,P,,,BODDENHECHT
BH-00554,0.159,0.822,0.01,0.009,Peene,,,BODDENHECHT
BH-00555,0.791,0.156,0.024,0.028,P,,,BODDENHECHT
BH-00555,0.791,0.156,0.024,0.028,Peene,,,BODDENHECHT
BH-00997,0.918,0.058,0.012,0.012,P,,,BODDENHECHT
BH-50922,0.475,0.504,0.011,0.01,P,,,BODDENHECHT
BH-50974,0.163,0.808,0.017,0.011,P,,,BODDENHECHT
BH-50975,0.024,0.938,0.021,0.017,P,,,BODDENHECHT
BH-50976,0.655,0.265,0.062,0.019,P,,,BODDENHECHT
BH-50978,0.183,0.802,0.007,0.007,P,,,BODDENHECHT
BH-50979,0.964,0.026,0.005,0.005,P,,,BODDENHECHT
BH-50980,0.015,0.972,0.008,0.006,P,,,BODDENHECHT
BH-50981,0.899,0.08,0.012,0.009,P,,,BODDENHECHT
BH-50982,0.222,0.765,0.007,0.006,P,,,BODDENHECHT
BH-50983,0.362,0.616,0.011,0.01,P,,,BODDENHECHT
BH-50984,0.49,0.474,0.016,0.02,P,,,BODDENHECHT
BH-50985,0.844,0.125,0.017,0.014,P,,,BODDENHECHT
BH-50993,0.418,0.573,0.005,0.005,P,,,BODDENHECHT
BH-50994,0.646,0.335,0.011,0.008,P,,,BODDENHECHT
BH-50995,0.081,0.879,0.022,0.019,P,,,BODDENHECHT
BH-50996,0.9,0.087,0.006,0.007,P,,,BODDENHECHT
BH-50997,0.513,0.464,0.011,0.011,P,,,BODDENHECHT
BH-50998,0.876,0.09,0.016,0.018,P,,,BODDENHECHT
BH-50999,0.918,0.038,0.028,0.016,P,,,BODDENHECHT
BH-51077,0.01,0.981,0.005,0.004,P,53.88965,13.91735,BODDENHECHT
BH-51078,0.064,0.91,0.013,0.013,P,53.88892,13.91771,BODDENHECHT
BH-51079,0.031,0.948,0.012,0.01,P,53.88892,13.91713,BODDENHECHT
BH-51080,0.571,0.414,0.009,0.006,P,53.89013,13.91883,BODDENHECHT
BH-51080,0.571,0.414,0.009,0.006,P,53.888983,13.9175,BODDENHECHT
BH-51081,0.021,0.937,0.023,0.019,P,53.8909,13.91942,BODDENHECHT
BH-51082,0.029,0.952,0.009,0.009,P,53.8909,13.91942,BODDENHECHT
BH-51084,0.324,0.657,0.01,0.009,P,53.89047,13.91982,BODDENHECHT
BH-51085,0.039,0.932,0.016,0.014,P,53.85768,13.82243,BODDENHECHT
BH-51086,0.019,0.972,0.005,0.004,P,53.85822,13.82507,BODDENHECHT
BH-51944,0.476,0.513,0.006,0.006,P,54.03492,13.75358,BODDENHECHT
