fish_ID,waterbody,TL_mm,phenotype,sex,genotype,d18O,Sr,lifeyear,s_index
BH-92990,Tributary,802,FW_resident,f,2,,2.90925925925926,5,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,,2.55796296296296,6,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,,2.55833333333333,6,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,,2.27087962962963,6,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,,2.46842592592593,6,0.325791017510052
BH-92990,Tributary,802,FW_resident,f,2,,2.31666666666667,6,0.325791017510052
BH-92993,Tributary,680,Trans-habitat,f,1,-8.30744863128839,1.59444444444444,1,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,-8.52000662899506,1.93222222222222,1,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,-8.54767848313674,2.42444444444444,1,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,-8.17765859977024,3.14777777777778,1,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,-7.86005998852654,3.33555555555556,1,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,-7.89329046654148,2.71111111111111,1,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,-7.65774814404047,3.01555555555556,1,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,-7.67288198617099,4.00222222222222,1,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,-7.97177834007737,4.03111111111111,1,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,-7.86474063123784,3.80777777777778,1,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,-7.89049873437967,3.89222222222222,1,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,-7.71793442576442,3.65333333333333,1,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,-7.62807482160945,3.25222222222222,1,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,-7.46167707952497,3.73,1,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,-7.364342894759,3.71111111111111,1,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,-6.62811016256218,3.08888888888889,1,0.307879893036069
BH-92993,Tributary,680,Trans-habitat,f,1,-6.34883014722832,3.34,1,0.307879893036069
